Annotation,Time,Scale,Frame
,9.5412,(1 1 1),2941
,9.5483,(1 1 1),2942
,9.5534,(1 1 1),2943
,9.5572,(1 1 1),2944
,9.5626,(1 1 1),2945
,9.5662,(1 1 1),2946
,9.5696,(1 1 1),2947
,9.5755,(1 1 1),2948
,9.5791,(1 1 1),2949
,9.5827,(1 1 1),2950
,9.5867,(1 1 1),2951
,9.5905,(1 1 1),2952
,9.5942,(1 1 1),2953
,9.5976,(1 1 1),2954
,9.6011,(1 1 1),2955
,9.6046,(1 1 1),2956
,9.6083,(1 1 1),2957
,9.6117,(1 1 1),2958
,9.6152,(1 1 1),2959
,9.6186,(1 1 1),2960
,9.6223,(1 1 1),2961
,9.6261,(1 1 1),2962
,9.6295,(1 1 1),2963
,9.6329,(1 1 1),2964
,9.6364,(1 1 1),2965
,9.6402,(1 1 1),2966
,9.6437,(1 1 1),2967
,9.6471,(1 1 1),2968
,9.6504,(1 1 1),2969
,9.6541,(1 1 1),2970
,9.6579,(1 1 1),2971
,9.6614,(1 1 1),2972
,9.6652,(1 1 1),2973
,9.6691,(1 1 1),2974
,9.6729,(1 1 1),2975
,9.6766,(1 1 1),2976
,9.6829,(1 1 1),2977
,9.6892,(1 1 1),2978
,9.695,(1 1 1),2979
,9.7,(1 1 1),2980
,9.7058,(1 1 1),2981
,9.7093,(1 1 1),2982
,9.7144,(1 1 1),2983
,9.7197,(1 1 1),2984
,9.7253,(1 1 1),2985
,9.7308,(1 1 1),2986
,9.7342,(1 1 1),2987
,9.7378,(1 1 1),2988
,9.7416,(1 1 1),2989
,9.7454,(1 1 1),2990
,9.7489,(1 1 1),2991
,9.7522,(1 1 1),2992
,9.7557,(1 1 1),2993
,9.7593,(1 1 1),2994
,9.7649,(1 1 1),2995
,9.7687,(1 1 1),2996
,9.7785,(1 1 1),2997
,9.7863,(1 1 1),2998
,9.7938,(1 1 1),2999
,9.8015,(1 1 1),3000
,9.8094,(1 1 1),3001
,9.8171,(1 1 1),3002
,9.8216,(1 1 1),3003
,9.8257,(1 1 1),3004
,9.8292,(1 1 1),3005
,9.8328,(1 1 1),3006
,9.8363,(1 1 1),3007
,9.8402,(1 1 1),3008
,9.844,(1 1 1),3009
,9.8475,(1 1 1),3010
,9.8509,(1 1 1),3011
,9.8546,(1 1 1),3012
,9.8584,(1 1 1),3013
,9.8619,(1 1 1),3014
,9.8655,(1 1 1),3015
,9.8691,(1 1 1),3016
,9.8731,(1 1 1),3017
,9.8767,(1 1 1),3018
,9.8804,(1 1 1),3019
,9.8849,(1 1 1),3020
,9.8898,(1 1 1),3021
,9.8933,(1 1 1),3022
,9.897,(1 1 1),3023
,9.9004,(1 1 1),3024
,9.9042,(1 1 1),3025
,9.9079,(1 1 1),3026
,9.9114,(1 1 1),3027
,9.9149,(1 1 1),3028
,9.9186,(1 1 1),3029
,9.9225,(1 1 1),3030
,9.9339,(1 1 1),3031
,9.9374,(1 1 1),3032
,9.9409,(1 1 1),3033
,9.9447,(1 1 1),3034
,9.9481,(1 1 1),3035
,9.9517,(1 1 1),3036
,9.9551,(1 1 1),3037
,9.9588,(1 1 1),3038
,9.9622,(1 1 1),3039
,9.966,(1 1 1),3040
,9.9694,(1 1 1),3041
,9.9729,(1 1 1),3042
,9.9765,(1 1 1),3043
,9.98,(1 1 1),3044
,9.9841,(1 1 1),3045
,9.9878,(1 1 1),3046
,9.9917,(1 1 1),3047
,9.9955,(1 1 1),3048
,9.9991,(1 1 1),3049
,10.0025,(1 1 1),3050
,10.0067,(1 1 1),3051
,10.0103,(1 1 1),3052
,10.0144,(1 1 1),3053
,10.018,(1 1 1),3054
,10.0215,(1 1 1),3055
,10.0252,(1 1 1),3056
,10.0287,(1 1 1),3057
,10.0326,(1 1 1),3058
,10.0366,(1 1 1),3059
,10.0404,(1 1 1),3060
,10.0442,(1 1 1),3061
,10.0478,(1 1 1),3062
,10.0513,(1 1 1),3063
,10.0547,(1 1 1),3064
,10.0583,(1 1 1),3065
,10.0618,(1 1 1),3066
,10.0654,(1 1 1),3067
,10.0687,(1 1 1),3068
,10.0721,(1 1 1),3069
,10.0759,(1 1 1),3070
,10.0795,(1 1 1),3071
,10.0829,(1 1 1),3072
,10.0864,(1 1 1),3073
,10.096,(1 1 1),3074
,10.0997,(1 1 1),3075
,10.1044,(1 1 1),3076
,10.1087,(1 1 1),3077
,10.1122,(1 1 1),3078
,10.1155,(1 1 1),3079
,10.1189,(1 1 1),3080
,10.1225,(1 1 1),3081
,10.1262,(1 1 1),3082
,10.1296,(1 1 1),3083
,10.133,(1 1 1),3084
,10.1363,(1 1 1),3085
,10.1398,(1 1 1),3086
,10.1433,(1 1 1),3087
,10.1471,(1 1 1),3088
,10.1506,(1 1 1),3089
,10.154,(1 1 1),3090
,10.1577,(1 1 1),3091
,10.1654,(1 1 1),3092
,10.1713,(1 1 1),3093
,10.1769,(1 1 1),3094
,10.1822,(1 1 1),3095
,10.1878,(1 1 1),3096
,10.1932,(1 1 1),3097
,10.199,(1 1 1),3098
,10.2207,(1 1 1),3099
,10.227,(1 1 1),3100
,10.2336,(1 1 1),3101
,10.2397,(1 1 1),3102
,10.2453,(1 1 1),3103
,10.2524,(1 1 1),3104
,10.2587,(1 1 1),3105
,10.2644,(1 1 1),3106
,10.2704,(1 1 1),3107
,10.2761,(1 1 1),3108
,10.2817,(1 1 1),3109
,10.2874,(1 1 1),3110
,10.2932,(1 1 1),3111
,10.2987,(1 1 1),3112
,10.3044,(1 1 1),3113
,10.311,(1 1 1),3114
,10.3172,(1 1 1),3115
,10.3248,(1 1 1),3116
,10.3306,(1 1 1),3117
,10.3359,(1 1 1),3118
,10.3426,(1 1 1),3119
,10.3483,(1 1 1),3120
,10.3547,(1 1 1),3121
,10.3753,(1 1 1),3122
,10.3808,(1 1 1),3123
,10.3865,(1 1 1),3124
,10.3921,(1 1 1),3125
,10.3976,(1 1 1),3126
,10.4033,(1 1 1),3127
,10.4089,(1 1 1),3128
,10.4144,(1 1 1),3129
,10.4181,(1 1 1),3130
,10.4245,(1 1 1),3131
,10.431,(1 1 1),3132
,10.4367,(1 1 1),3133
,10.4428,(1 1 1),3134
,10.4493,(1 1 1),3135
,10.4548,(1 1 1),3136
,10.4608,(1 1 1),3137
,10.4675,(1 1 1),3138
,10.4747,(1 1 1),3139
,10.4811,(1 1 1),3140
,10.4872,(1 1 1),3141
,10.4936,(1 1 1),3142
,10.4997,(1 1 1),3143
,10.5058,(1 1 1),3144
,10.5297,(1 1 1),3145
,10.5395,(1 1 1),3146
,10.5477,(1 1 1),3147
,10.555,(1 1 1),3148
,10.5612,(1 1 1),3149
,10.5678,(1 1 1),3150
,10.5741,(1 1 1),3151
,10.58,(1 1 1),3152
,10.586,(1 1 1),3153
,10.5921,(1 1 1),3154
,10.5979,(1 1 1),3155
,10.6035,(1 1 1),3156
,10.6105,(1 1 1),3157
,10.616,(1 1 1),3158
,10.622,(1 1 1),3159
,10.6285,(1 1 1),3160
,10.634,(1 1 1),3161
,10.6401,(1 1 1),3162
,10.6467,(1 1 1),3163
,10.6527,(1 1 1),3164
,10.6591,(1 1 1),3165
,10.6805,(1 1 1),3166
,10.6866,(1 1 1),3167
,10.6939,(1 1 1),3168
,10.6998,(1 1 1),3169
,10.7057,(1 1 1),3170
,10.712,(1 1 1),3171
,10.7177,(1 1 1),3172
,10.7234,(1 1 1),3173
,10.7294,(1 1 1),3174
,10.7349,(1 1 1),3175
,10.7404,(1 1 1),3176
,10.7465,(1 1 1),3177
,10.7522,(1 1 1),3178
,10.7579,(1 1 1),3179
,10.7638,(1 1 1),3180
,10.7707,(1 1 1),3181
,10.7798,(1 1 1),3182
,10.7897,(1 1 1),3183
,10.797,(1 1 1),3184
,10.803,(1 1 1),3185
,10.8088,(1 1 1),3186
,10.8146,(1 1 1),3187
,10.8345,(1 1 1),3188
,10.8403,(1 1 1),3189
,10.846,(1 1 1),3190
,10.8516,(1 1 1),3191
,10.8575,(1 1 1),3192
,10.8636,(1 1 1),3193
,10.8697,(1 1 1),3194
,10.8757,(1 1 1),3195
,10.8816,(1 1 1),3196
,10.8877,(1 1 1),3197
,10.8942,(1 1 1),3198
,10.8996,(1 1 1),3199
,10.9057,(1 1 1),3200
,10.9124,(1 1 1),3201
,10.9177,(1 1 1),3202
,10.9233,(1 1 1),3203
,10.9293,(1 1 1),3204
,10.9347,(1 1 1),3205
,10.9403,(1 1 1),3206
,10.946,(1 1 1),3207
,10.9516,(1 1 1),3208
,10.9571,(1 1 1),3209
,10.9628,(1 1 1),3210
,10.9689,(1 1 1),3211
,10.9913,(1 1 1),3212
,10.9983,(1 1 1),3213
,11.0048,(1 1 1),3214
,11.0106,(1 1 1),3215
,11.0166,(1 1 1),3216
,11.0227,(1 1 1),3217
,11.0286,(1 1 1),3218
,11.034,(1 1 1),3219
,11.0395,(1 1 1),3220
,11.0451,(1 1 1),3221
,11.051,(1 1 1),3222
,11.0566,(1 1 1),3223
,11.0627,(1 1 1),3224
,11.0686,(1 1 1),3225
,11.0743,(1 1 1),3226
,11.0796,(1 1 1),3227
,11.0856,(1 1 1),3228
,11.0924,(1 1 1),3229
,11.0985,(1 1 1),3230
,11.1046,(1 1 1),3231
,11.1109,(1 1 1),3232
,11.1165,(1 1 1),3233
,11.1223,(1 1 1),3234
,11.1439,(1 1 1),3235
,11.1495,(1 1 1),3236
,11.1555,(1 1 1),3237
,11.1611,(1 1 1),3238
,11.1668,(1 1 1),3239
,11.1726,(1 1 1),3240
,11.1786,(1 1 1),3241
,11.1839,(1 1 1),3242
,11.1898,(1 1 1),3243
,11.1959,(1 1 1),3244
,11.2016,(1 1 1),3245
,11.2161,(1 1 1),3246
,11.2279,(1 1 1),3247
,11.2339,(1 1 1),3248
,11.2397,(1 1 1),3249
,11.2471,(1 1 1),3250
,11.2529,(1 1 1),3251
,11.2586,(1 1 1),3252
,11.2645,(1 1 1),3253
,11.271,(1 1 1),3254
,11.2767,(1 1 1),3255
,11.297,(1 1 1),3256
,11.3026,(1 1 1),3257
,11.3096,(1 1 1),3258
,11.3153,(1 1 1),3259
,11.3209,(1 1 1),3260
,11.327,(1 1 1),3261
,11.3328,(1 1 1),3262
,11.339,(1 1 1),3263
,11.3452,(1 1 1),3264
,11.3519,(1 1 1),3265
,11.3576,(1 1 1),3266
,11.3631,(1 1 1),3267
,11.3691,(1 1 1),3268
,11.3746,(1 1 1),3269
,11.3803,(1 1 1),3270
,11.386,(1 1 1),3271
,11.3918,(1 1 1),3272
,11.3976,(1 1 1),3273
,11.4035,(1 1 1),3274
,11.4096,(1 1 1),3275
,11.4153,(1 1 1),3276
,11.4227,(1 1 1),3277
,11.4289,(1 1 1),3278
,11.4518,(1 1 1),3279
,11.4579,(1 1 1),3280
,11.4635,(1 1 1),3281
,11.4693,(1 1 1),3282
,11.4749,(1 1 1),3283
,11.4806,(1 1 1),3284
,11.486,(1 1 1),3285
,11.4916,(1 1 1),3286
,11.4971,(1 1 1),3287
,11.5026,(1 1 1),3288
,11.5091,(1 1 1),3289
,11.5146,(1 1 1),3290
,11.5202,(1 1 1),3291
,11.5266,(1 1 1),3292
,11.5322,(1 1 1),3293
,11.5376,(1 1 1),3294
,11.5435,(1 1 1),3295
,11.5505,(1 1 1),3296
,11.5572,(1 1 1),3297
,11.5637,(1 1 1),3298
,11.5697,(1 1 1),3299
,11.5752,(1 1 1),3300
,11.5809,(1 1 1),3301
,11.6014,(1 1 1),3302
,11.6075,(1 1 1),3303
,11.6134,(1 1 1),3304
,11.6195,(1 1 1),3305
,11.6259,(1 1 1),3306
,11.6319,(1 1 1),3307
,11.6381,(1 1 1),3308
,11.6446,(1 1 1),3309
,11.6506,(1 1 1),3310
,11.6578,(1 1 1),3311
,11.6639,(1 1 1),3312
,11.6697,(1 1 1),3313
,11.6757,(1 1 1),3314
,11.6816,(1 1 1),3315
,11.6874,(1 1 1),3316
,11.6931,(1 1 1),3317
,11.6988,(1 1 1),3318
,11.7046,(1 1 1),3319
,11.7105,(1 1 1),3320
,11.716,(1 1 1),3321
,11.7214,(1 1 1),3322
,11.727,(1 1 1),3323
,11.7329,(1 1 1),3324
,11.7552,(1 1 1),3325
,11.762,(1 1 1),3326
,11.7681,(1 1 1),3327
,11.7781,(1 1 1),3328
,11.7866,(1 1 1),3329
,11.7941,(1 1 1),3330
,11.7999,(1 1 1),3331
,11.8055,(1 1 1),3332
,11.8116,(1 1 1),3333
,11.817,(1 1 1),3334
,11.8226,(1 1 1),3335
,11.8284,(1 1 1),3336
,11.8339,(1 1 1),3337
,11.8405,(1 1 1),3338
,11.8537,(1 1 1),3339
,11.8611,(1 1 1),3340
,11.8678,(1 1 1),3341
,11.8738,(1 1 1),3342
,11.88,(1 1 1),3343
,11.8864,(1 1 1),3344
,11.9071,(1 1 1),3345
,11.9131,(1 1 1),3346
,11.9186,(1 1 1),3347
,11.924,(1 1 1),3348
,11.9301,(1 1 1),3349
,11.9357,(1 1 1),3350
,11.9417,(1 1 1),3351
,11.9477,(1 1 1),3352
,11.9531,(1 1 1),3353
,11.959,(1 1 1),3354
,11.9649,(1 1 1),3355
,11.971,(1 1 1),3356
,11.9777,(1 1 1),3357
,11.9841,(1 1 1),3358
,11.9904,(1 1 1),3359
,11.9964,(1 1 1),3360
,12.0018,(1 1 1),3361
,12.0075,(1 1 1),3362
,12.0138,(1 1 1),3363
,12.0201,(1 1 1),3364
,12.0261,(1 1 1),3365
,12.0319,(1 1 1),3366
,12.0373,(1 1 1),3367
,12.0602,(1 1 1),3368
,12.0687,(1 1 1),3369
,12.0751,(1 1 1),3370
,12.0817,(1 1 1),3371
,12.088,(1 1 1),3372
,12.0945,(1 1 1),3373
,12.1025,(1 1 1),3374
,12.1098,(1 1 1),3375
,12.1158,(1 1 1),3376
,12.1222,(1 1 1),3377
,12.1285,(1 1 1),3378
,12.1347,(1 1 1),3379
,12.1408,(1 1 1),3380
,12.1489,(1 1 1),3381
,12.1547,(1 1 1),3382
,12.1605,(1 1 1),3383
,12.167,(1 1 1),3384
,12.1741,(1 1 1),3385
,12.1806,(1 1 1),3386
,12.1868,(1 1 1),3387
,12.1932,(1 1 1),3388
,12.2178,(1 1 1),3389
,12.2247,(1 1 1),3390
,12.2307,(1 1 1),3391
,12.2367,(1 1 1),3392
,12.2428,(1 1 1),3393
,12.2493,(1 1 1),3394
,12.255,(1 1 1),3395
,12.2616,(1 1 1),3396
,12.2679,(1 1 1),3397
,12.2738,(1 1 1),3398
,12.28,(1 1 1),3399
,12.2862,(1 1 1),3400
,12.2922,(1 1 1),3401
,12.2985,(1 1 1),3402
,12.3047,(1 1 1),3403
,12.3112,(1 1 1),3404
,12.3182,(1 1 1),3405
,12.324,(1 1 1),3406
,12.3301,(1 1 1),3407
,12.3359,(1 1 1),3408
,12.342,(1 1 1),3409
,12.3483,(1 1 1),3410
,12.3687,(1 1 1),3411
,12.375,(1 1 1),3412
,12.3809,(1 1 1),3413
,12.3867,(1 1 1),3414
,12.3929,(1 1 1),3415
,12.3987,(1 1 1),3416
,12.4048,(1 1 1),3417
,12.4112,(1 1 1),3418
,12.4178,(1 1 1),3419
,12.4253,(1 1 1),3420
,12.4335,(1 1 1),3421
,12.4401,(1 1 1),3422
,12.4477,(1 1 1),3423
,12.4536,(1 1 1),3424
,12.4595,(1 1 1),3425
,12.4691,(1 1 1),3426
,12.4759,(1 1 1),3427
,12.4816,(1 1 1),3428
,12.4874,(1 1 1),3429
,12.4935,(1 1 1),3430
,12.5,(1 1 1),3431
,12.5234,(1 1 1),3432
,12.532,(1 1 1),3433
,12.5382,(1 1 1),3434
,12.5445,(1 1 1),3435
,12.5509,(1 1 1),3436
,12.559,(1 1 1),3437
,12.565,(1 1 1),3438
,12.5711,(1 1 1),3439
,12.5768,(1 1 1),3440
,12.5827,(1 1 1),3441
,12.5884,(1 1 1),3442
,12.5944,(1 1 1),3443
,12.6007,(1 1 1),3444
,12.6069,(1 1 1),3445
,12.6137,(1 1 1),3446
,12.6198,(1 1 1),3447
,12.6265,(1 1 1),3448
,12.6333,(1 1 1),3449
,12.6399,(1 1 1),3450
,12.6485,(1 1 1),3451
,12.6549,(1 1 1),3452
,12.6779,(1 1 1),3453
,12.684,(1 1 1),3454
,12.69,(1 1 1),3455
,12.696,(1 1 1),3456
,12.702,(1 1 1),3457
,12.7079,(1 1 1),3458
,12.7139,(1 1 1),3459
,12.7198,(1 1 1),3460
,12.7257,(1 1 1),3461
,12.7316,(1 1 1),3462
,12.7377,(1 1 1),3463
,12.744,(1 1 1),3464
,12.7502,(1 1 1),3465
,12.7566,(1 1 1),3466
,12.7629,(1 1 1),3467
,12.7698,(1 1 1),3468
,12.7801,(1 1 1),3469
,12.7885,(1 1 1),3470
,12.7949,(1 1 1),3471
,12.8009,(1 1 1),3472
,12.8069,(1 1 1),3473
,12.8292,(1 1 1),3474
,12.8349,(1 1 1),3475
,12.8406,(1 1 1),3476
,12.8486,(1 1 1),3477
,12.854,(1 1 1),3478
,12.8602,(1 1 1),3479
,12.868,(1 1 1),3480
,12.8738,(1 1 1),3481
,12.8813,(1 1 1),3482
,12.8884,(1 1 1),3483
,12.8945,(1 1 1),3484
,12.9004,(1 1 1),3485
,12.9066,(1 1 1),3486
,12.9136,(1 1 1),3487
,12.9195,(1 1 1),3488
,12.9253,(1 1 1),3489
,12.9315,(1 1 1),3490
,12.937,(1 1 1),3491
,12.9433,(1 1 1),3492
,12.9496,(1 1 1),3493
,12.9559,(1 1 1),3494
,12.9629,(1 1 1),3495
,12.9848,(1 1 1),3496
,12.991,(1 1 1),3497
,12.9969,(1 1 1),3498
,13.0029,(1 1 1),3499
,13.0092,(1 1 1),3500
,13.0149,(1 1 1),3501
,13.0206,(1 1 1),3502
,13.0267,(1 1 1),3503
,13.0327,(1 1 1),3504
,13.0389,(1 1 1),3505
,13.045,(1 1 1),3506
,13.0513,(1 1 1),3507
,13.0578,(1 1 1),3508
,13.0637,(1 1 1),3509
,13.0696,(1 1 1),3510
,13.0757,(1 1 1),3511
,13.0819,(1 1 1),3512
,13.0885,(1 1 1),3513
,13.0947,(1 1 1),3514
,13.1008,(1 1 1),3515
,13.1069,(1 1 1),3516
,13.1133,(1 1 1),3517
,13.1349,(1 1 1),3518
,13.1409,(1 1 1),3519
,13.1469,(1 1 1),3520
,13.1527,(1 1 1),3521
,13.1597,(1 1 1),3522
,13.168,(1 1 1),3523
,13.177,(1 1 1),3524
,13.1838,(1 1 1),3525
,13.19,(1 1 1),3526
,13.1968,(1 1 1),3527
,13.2038,(1 1 1),3528
,13.2118,(1 1 1),3529
,13.2189,(1 1 1),3530
,13.2256,(1 1 1),3531
,13.2317,(1 1 1),3532
,13.2391,(1 1 1),3533
,13.2451,(1 1 1),3534
,13.2509,(1 1 1),3535
,13.2565,(1 1 1),3536
,13.2628,(1 1 1),3537
,13.2699,(1 1 1),3538
,13.2909,(1 1 1),3539
,13.2973,(1 1 1),3540
,13.3031,(1 1 1),3541
,13.3102,(1 1 1),3542
,13.3181,(1 1 1),3543
,13.3241,(1 1 1),3544
,13.3307,(1 1 1),3545
,13.3363,(1 1 1),3546
,13.3421,(1 1 1),3547
,13.3485,(1 1 1),3548
,13.3539,(1 1 1),3549
,13.3597,(1 1 1),3550
,13.3654,(1 1 1),3551
,13.371,(1 1 1),3552
,13.3769,(1 1 1),3553
,13.381,(1 1 1),3554
,13.3872,(1 1 1),3555
,13.3929,(1 1 1),3556
,13.3991,(1 1 1),3557
,13.4047,(1 1 1),3558
,13.4122,(1 1 1),3559
,13.4179,(1 1 1),3560
,13.4256,(1 1 1),3561
,13.4482,(1 1 1),3562
,13.4518,(1 1 1),3563
,13.4551,(1 1 1),3564
,13.4588,(1 1 1),3565
,13.4624,(1 1 1),3566
,13.4659,(1 1 1),3567
,13.4719,(1 1 1),3568
,13.4755,(1 1 1),3569
,13.4791,(1 1 1),3570
,13.4825,(1 1 1),3571
,13.4862,(1 1 1),3572
,13.4904,(1 1 1),3573
,13.4939,(1 1 1),3574
,13.4973,(1 1 1),3575
,13.5008,(1 1 1),3576
,13.505,(1 1 1),3577
,13.5085,(1 1 1),3578
,13.5146,(1 1 1),3579
,13.5182,(1 1 1),3580
,13.5218,(1 1 1),3581
,13.5271,(1 1 1),3582
,13.5307,(1 1 1),3583
,13.5342,(1 1 1),3584
,13.5382,(1 1 1),3585
,13.544,(1 1 1),3586
,13.5509,(1 1 1),3587
,13.5566,(1 1 1),3588
,13.5621,(1 1 1),3589
,13.5687,(1 1 1),3590
,13.5744,(1 1 1),3591
,13.5808,(1 1 1),3592
,13.6016,(1 1 1),3593
,13.6078,(1 1 1),3594
,13.6138,(1 1 1),3595
,13.6197,(1 1 1),3596
,13.6252,(1 1 1),3597
,13.6312,(1 1 1),3598
,13.6371,(1 1 1),3599
,13.6435,(1 1 1),3600
,13.6504,(1 1 1),3601
,13.6563,(1 1 1),3602
,13.6638,(1 1 1),3603
,13.6693,(1 1 1),3604
,13.6748,(1 1 1),3605
,13.6808,(1 1 1),3606
,13.6866,(1 1 1),3607
,13.6921,(1 1 1),3608
,13.6979,(1 1 1),3609
,13.7033,(1 1 1),3610
,13.7089,(1 1 1),3611
,13.7148,(1 1 1),3612
,13.7253,(1 1 1),3613
,13.7331,(1 1 1),3614
,13.7392,(1 1 1),3615
,13.746,(1 1 1),3616
,13.752,(1 1 1),3617
,13.7576,(1 1 1),3618
,13.7637,(1 1 1),3619
,13.7717,(1 1 1),3620
,13.7804,(1 1 1),3621
,13.7914,(1 1 1),3622
,13.7961,(1 1 1),3623
,13.8018,(1 1 1),3624
,13.8059,(1 1 1),3625
,13.8124,(1 1 1),3626
,13.8178,(1 1 1),3627
,13.8235,(1 1 1),3628
,13.8273,(1 1 1),3629
,13.8324,(1 1 1),3630
,13.8377,(1 1 1),3631
,13.8435,(1 1 1),3632
,13.8472,(1 1 1),3633
,13.8509,(1 1 1),3634
,13.8569,(1 1 1),3635
,13.8632,(1 1 1),3636
,13.8692,(1 1 1),3637
,13.8731,(1 1 1),3638
,13.8789,(1 1 1),3639
,13.8855,(1 1 1),3640
,13.8892,(1 1 1),3641
,13.8957,(1 1 1),3642
,13.8992,(1 1 1),3643
,13.905,(1 1 1),3644
,13.9108,(1 1 1),3645
,13.9143,(1 1 1),3646
,13.9181,(1 1 1),3647
,13.9215,(1 1 1),3648
,13.9276,(1 1 1),3649
,13.9312,(1 1 1),3650
,13.9389,(1 1 1),3651
,13.9426,(1 1 1),3652
,13.9485,(1 1 1),3653
,13.9519,(1 1 1),3654
,13.9553,(1 1 1),3655
,13.9589,(1 1 1),3656
,13.9627,(1 1 1),3657
,13.9672,(1 1 1),3658
,13.971,(1 1 1),3659
,13.9748,(1 1 1),3660
,13.9786,(1 1 1),3661
,13.9826,(1 1 1),3662
,13.9888,(1 1 1),3663
,13.9924,(1 1 1),3664
,13.9961,(1 1 1),3665
,13.9996,(1 1 1),3666
,14.003,(1 1 1),3667
,14.0068,(1 1 1),3668
,14.0127,(1 1 1),3669
,14.0184,(1 1 1),3670
,14.0218,(1 1 1),3671
,14.0259,(1 1 1),3672
,14.0317,(1 1 1),3673
,14.0352,(1 1 1),3674
,14.039,(1 1 1),3675
,14.0428,(1 1 1),3676
,14.0482,(1 1 1),3677
,14.0519,(1 1 1),3678
,14.0554,(1 1 1),3679
,14.0608,(1 1 1),3680
,14.0643,(1 1 1),3681
,14.0678,(1 1 1),3682
,14.0712,(1 1 1),3683
,14.0748,(1 1 1),3684
,14.0787,(1 1 1),3685
,14.0823,(1 1 1),3686
,14.0861,(1 1 1),3687
,14.0899,(1 1 1),3688
,14.0939,(1 1 1),3689
,14.0979,(1 1 1),3690
,14.1016,(1 1 1),3691
,14.1052,(1 1 1),3692
,14.1087,(1 1 1),3693
,14.1122,(1 1 1),3694
,14.1157,(1 1 1),3695
,14.1191,(1 1 1),3696
,14.1227,(1 1 1),3697
,14.1263,(1 1 1),3698
,14.1299,(1 1 1),3699
,14.1333,(1 1 1),3700
,14.137,(1 1 1),3701
,14.1404,(1 1 1),3702
,14.1444,(1 1 1),3703
,14.1481,(1 1 1),3704
,14.1517,(1 1 1),3705
,14.1575,(1 1 1),3706
,14.161,(1 1 1),3707
,14.1669,(1 1 1),3708
,14.1703,(1 1 1),3709
,14.1759,(1 1 1),3710
,14.1796,(1 1 1),3711
,14.1838,(1 1 1),3712
,14.1876,(1 1 1),3713
,14.1913,(1 1 1),3714
,14.1955,(1 1 1),3715
,14.1998,(1 1 1),3716
,14.2045,(1 1 1),3717
,14.2084,(1 1 1),3718
,14.2122,(1 1 1),3719
,14.2163,(1 1 1),3720
,14.2198,(1 1 1),3721
,14.2232,(1 1 1),3722
,14.227,(1 1 1),3723
,14.2308,(1 1 1),3724
,14.2347,(1 1 1),3725
,14.2385,(1 1 1),3726
,14.2454,(1 1 1),3727
,14.2492,(1 1 1),3728
,14.2529,(1 1 1),3729
,14.2564,(1 1 1),3730
,14.26,(1 1 1),3731
,14.2637,(1 1 1),3732
,14.2674,(1 1 1),3733
,14.2709,(1 1 1),3734
,14.2742,(1 1 1),3735
,14.2776,(1 1 1),3736
,14.281,(1 1 1),3737
,14.2845,(1 1 1),3738
,14.2879,(1 1 1),3739
,14.2913,(1 1 1),3740
,14.2958,(1 1 1),3741
,14.3005,(1 1 1),3742
,14.3042,(1 1 1),3743
,14.3104,(1 1 1),3744
,14.3161,(1 1 1),3745
,14.3218,(1 1 1),3746
,14.3255,(1 1 1),3747
,14.3315,(1 1 1),3748
,14.3369,(1 1 1),3749
,14.3429,(1 1 1),3750
,14.3639,(1 1 1),3751
,14.3701,(1 1 1),3752
,14.3781,(1 1 1),3753
,14.3851,(1 1 1),3754
,14.391,(1 1 1),3755
,14.3969,(1 1 1),3756
,14.4028,(1 1 1),3757
,14.4087,(1 1 1),3758
,14.416,(1 1 1),3759
,14.422,(1 1 1),3760
,14.431,(1 1 1),3761
,14.4389,(1 1 1),3762
,14.4468,(1 1 1),3763
,14.4527,(1 1 1),3764
,14.459,(1 1 1),3765
,14.4646,(1 1 1),3766
,14.4705,(1 1 1),3767
,14.4761,(1 1 1),3768
,14.4821,(1 1 1),3769
,14.4898,(1 1 1),3770
,14.4958,(1 1 1),3771
,14.517,(1 1 1),3772
,14.5239,(1 1 1),3773
,14.5306,(1 1 1),3774
,14.5382,(1 1 1),3775
,14.544,(1 1 1),3776
,14.5514,(1 1 1),3777
,14.557,(1 1 1),3778
,14.563,(1 1 1),3779
,14.5693,(1 1 1),3780
,14.5748,(1 1 1),3781
,14.5785,(1 1 1),3782
,14.5817,(1 1 1),3783
,14.5853,(1 1 1),3784
,14.5885,(1 1 1),3785
,14.5919,(1 1 1),3786
,14.5955,(1 1 1),3787
,14.5989,(1 1 1),3788
,14.6022,(1 1 1),3789
,14.6058,(1 1 1),3790
,14.6092,(1 1 1),3791
,14.6128,(1 1 1),3792
,14.6163,(1 1 1),3793
,14.6197,(1 1 1),3794
,14.623,(1 1 1),3795
,14.6295,(1 1 1),3796
,14.6368,(1 1 1),3797
,14.6444,(1 1 1),3798
,14.651,(1 1 1),3799
,14.672,(1 1 1),3800
,14.678,(1 1 1),3801
,14.6837,(1 1 1),3802
,14.6903,(1 1 1),3803
,14.6964,(1 1 1),3804
,14.7025,(1 1 1),3805
,14.7087,(1 1 1),3806
,14.7146,(1 1 1),3807
,14.7201,(1 1 1),3808
,14.7267,(1 1 1),3809
,14.7325,(1 1 1),3810
,14.7389,(1 1 1),3811
,14.7452,(1 1 1),3812
,14.7529,(1 1 1),3813
,14.7591,(1 1 1),3814
,14.765,(1 1 1),3815
,14.772,(1 1 1),3816
,14.7777,(1 1 1),3817
,14.7852,(1 1 1),3818
,14.7952,(1 1 1),3819
