Annotation,Time,Scale,Frame
,28.9454,(1 1 1),7072
,28.9479,(1 1 1),7073
,28.9504,(1 1 1),7074
,28.9527,(1 1 1),7075
,28.9551,(1 1 1),7076
,28.9579,(1 1 1),7077
,28.9606,(1 1 1),7078
,28.9633,(1 1 1),7079
,28.9658,(1 1 1),7080
,28.9683,(1 1 1),7081
,28.9706,(1 1 1),7082
,28.9732,(1 1 1),7083
,28.9757,(1 1 1),7084
,28.9781,(1 1 1),7085
,28.981,(1 1 1),7086
,28.9839,(1 1 1),7087
,28.9863,(1 1 1),7088
,28.9889,(1 1 1),7089
,28.9915,(1 1 1),7090
,28.9941,(1 1 1),7091
,28.9968,(1 1 1),7092
,28.9992,(1 1 1),7093
,29.0017,(1 1 1),7094
,29.0044,(1 1 1),7095
,29.0071,(1 1 1),7096
,29.0103,(1 1 1),7097
,29.0132,(1 1 1),7098
,29.0158,(1 1 1),7099
,29.0184,(1 1 1),7100
,29.021,(1 1 1),7101
,29.024,(1 1 1),7102
,29.0266,(1 1 1),7103
,29.0294,(1 1 1),7104
,29.0332,(1 1 1),7105
,29.037,(1 1 1),7106
,29.0409,(1 1 1),7107
,29.0443,(1 1 1),7108
,29.0481,(1 1 1),7109
,29.0506,(1 1 1),7110
,29.0532,(1 1 1),7111
,29.0559,(1 1 1),7112
,29.0585,(1 1 1),7113
,29.0616,(1 1 1),7114
,29.0796,(1 1 1),7115
,29.082,(1 1 1),7116
,29.0849,(1 1 1),7117
,29.0875,(1 1 1),7118
,29.0909,(1 1 1),7119
,29.0934,(1 1 1),7120
,29.0959,(1 1 1),7121
,29.0982,(1 1 1),7122
,29.101,(1 1 1),7123
,29.1038,(1 1 1),7124
,29.107,(1 1 1),7125
,29.1095,(1 1 1),7126
,29.112,(1 1 1),7127
,29.1146,(1 1 1),7128
,29.117,(1 1 1),7129
,29.1197,(1 1 1),7130
,29.1224,(1 1 1),7131
,29.126,(1 1 1),7132
,29.1285,(1 1 1),7133
,29.1314,(1 1 1),7134
,29.1349,(1 1 1),7135
,29.1379,(1 1 1),7136
,29.1414,(1 1 1),7137
,29.1443,(1 1 1),7138
,29.1472,(1 1 1),7139
,29.1498,(1 1 1),7140
,29.1523,(1 1 1),7141
,29.1548,(1 1 1),7142
,29.1574,(1 1 1),7143
,29.1598,(1 1 1),7144
,29.1622,(1 1 1),7145
,29.165,(1 1 1),7146
,29.1676,(1 1 1),7147
,29.1701,(1 1 1),7148
,29.1726,(1 1 1),7149
,29.1752,(1 1 1),7150
,29.1777,(1 1 1),7151
,29.18,(1 1 1),7152
,29.1827,(1 1 1),7153
,29.1851,(1 1 1),7154
,29.1875,(1 1 1),7155
,29.1901,(1 1 1),7156
,29.1926,(1 1 1),7157
,29.1948,(1 1 1),7158
,29.1974,(1 1 1),7159
,29.2,(1 1 1),7160
,29.2025,(1 1 1),7161
,29.2052,(1 1 1),7162
,29.2082,(1 1 1),7163
,29.2107,(1 1 1),7164
,29.2133,(1 1 1),7165
,29.2159,(1 1 1),7166
,29.2183,(1 1 1),7167
,29.2207,(1 1 1),7168
,29.2235,(1 1 1),7169
,29.2259,(1 1 1),7170
,29.2288,(1 1 1),7171
,29.2316,(1 1 1),7172
,29.2342,(1 1 1),7173
,29.2368,(1 1 1),7174
,29.2395,(1 1 1),7175
,29.2421,(1 1 1),7176
,29.2459,(1 1 1),7177
,29.2485,(1 1 1),7178
,29.251,(1 1 1),7179
,29.2535,(1 1 1),7180
,29.2562,(1 1 1),7181
,29.2589,(1 1 1),7182
,29.2613,(1 1 1),7183
,29.264,(1 1 1),7184
,29.2664,(1 1 1),7185
,29.2688,(1 1 1),7186
,29.2712,(1 1 1),7187
,29.2738,(1 1 1),7188
,29.2762,(1 1 1),7189
,29.2786,(1 1 1),7190
,29.281,(1 1 1),7191
,29.2835,(1 1 1),7192
,29.2859,(1 1 1),7193
,29.2885,(1 1 1),7194
,29.291,(1 1 1),7195
,29.2935,(1 1 1),7196
,29.2959,(1 1 1),7197
,29.2984,(1 1 1),7198
,29.3007,(1 1 1),7199
,29.3032,(1 1 1),7200
,29.3057,(1 1 1),7201
,29.3086,(1 1 1),7202
,29.3111,(1 1 1),7203
,29.3134,(1 1 1),7204
,29.3158,(1 1 1),7205
,29.3182,(1 1 1),7206
,29.3207,(1 1 1),7207
,29.3241,(1 1 1),7208
,29.3266,(1 1 1),7209
,29.3291,(1 1 1),7210
,29.3315,(1 1 1),7211
,29.3339,(1 1 1),7212
,29.3364,(1 1 1),7213
,29.339,(1 1 1),7214
,29.3421,(1 1 1),7215
,29.3451,(1 1 1),7216
,29.3479,(1 1 1),7217
,29.3508,(1 1 1),7218
,29.3561,(1 1 1),7219
,29.3743,(1 1 1),7220
,29.377,(1 1 1),7221
,29.3794,(1 1 1),7222
,29.3817,(1 1 1),7223
,29.3892,(1 1 1),7224
,29.392,(1 1 1),7225
,29.3943,(1 1 1),7226
,29.3966,(1 1 1),7227
,29.3989,(1 1 1),7228
,29.4013,(1 1 1),7229
,29.404,(1 1 1),7230
,29.4065,(1 1 1),7231
,29.409,(1 1 1),7232
,29.4114,(1 1 1),7233
,29.414,(1 1 1),7234
,29.4176,(1 1 1),7235
,29.4209,(1 1 1),7236
,29.4235,(1 1 1),7237
,29.4258,(1 1 1),7238
,29.4282,(1 1 1),7239
,29.4306,(1 1 1),7240
,29.4329,(1 1 1),7241
,29.4352,(1 1 1),7242
,29.4376,(1 1 1),7243
,29.4402,(1 1 1),7244
,29.4429,(1 1 1),7245
,29.4452,(1 1 1),7246
,29.4477,(1 1 1),7247
,29.4503,(1 1 1),7248
,29.454,(1 1 1),7249
,29.4722,(1 1 1),7250
,29.4756,(1 1 1),7251
,29.4782,(1 1 1),7252
,29.4807,(1 1 1),7253
,29.4834,(1 1 1),7254
,29.486,(1 1 1),7255
,29.4886,(1 1 1),7256
,29.4914,(1 1 1),7257
,29.494,(1 1 1),7258
,29.4965,(1 1 1),7259
,29.499,(1 1 1),7260
,29.5015,(1 1 1),7261
,29.5047,(1 1 1),7262
,29.5076,(1 1 1),7263
,29.5102,(1 1 1),7264
,29.5127,(1 1 1),7265
,29.5152,(1 1 1),7266
,29.5177,(1 1 1),7267
,29.5202,(1 1 1),7268
,29.5231,(1 1 1),7269
,29.5259,(1 1 1),7270
,29.5285,(1 1 1),7271
,29.5311,(1 1 1),7272
,29.5336,(1 1 1),7273
,29.5362,(1 1 1),7274
,29.539,(1 1 1),7275
,29.5419,(1 1 1),7276
,29.5446,(1 1 1),7277
,29.5471,(1 1 1),7278
,29.5496,(1 1 1),7279
,29.5523,(1 1 1),7280
,29.5549,(1 1 1),7281
,29.5582,(1 1 1),7282
,29.5618,(1 1 1),7283
,29.5646,(1 1 1),7284
,29.5677,(1 1 1),7285
,29.5707,(1 1 1),7286
,29.5736,(1 1 1),7287
,29.5762,(1 1 1),7288
,29.5789,(1 1 1),7289
,29.5819,(1 1 1),7290
,29.5848,(1 1 1),7291
,29.5874,(1 1 1),7292
,29.59,(1 1 1),7293
,29.5926,(1 1 1),7294
,29.5955,(1 1 1),7295
,29.5984,(1 1 1),7296
,29.6013,(1 1 1),7297
,29.606,(1 1 1),7298
,29.6101,(1 1 1),7299
,29.6125,(1 1 1),7300
,29.6148,(1 1 1),7301
,29.6172,(1 1 1),7302
,29.6195,(1 1 1),7303
,29.6218,(1 1 1),7304
,29.6245,(1 1 1),7305
,29.6269,(1 1 1),7306
,29.6292,(1 1 1),7307
,29.6314,(1 1 1),7308
,29.6343,(1 1 1),7309
,29.6368,(1 1 1),7310
,29.6392,(1 1 1),7311
,29.6418,(1 1 1),7312
,29.6444,(1 1 1),7313
,29.6467,(1 1 1),7314
,29.6492,(1 1 1),7315
,29.6521,(1 1 1),7316
,29.6545,(1 1 1),7317
,29.657,(1 1 1),7318
,29.6593,(1 1 1),7319
,29.6619,(1 1 1),7320
,29.6645,(1 1 1),7321
,29.6669,(1 1 1),7322
,29.6693,(1 1 1),7323
,29.6717,(1 1 1),7324
,29.6742,(1 1 1),7325
,29.6766,(1 1 1),7326
,29.6791,(1 1 1),7327
,29.6821,(1 1 1),7328
,29.6849,(1 1 1),7329
,29.6877,(1 1 1),7330
,29.6909,(1 1 1),7331
,29.6932,(1 1 1),7332
,29.6956,(1 1 1),7333
,29.6979,(1 1 1),7334
,29.701,(1 1 1),7335
,29.7034,(1 1 1),7336
,29.7057,(1 1 1),7337
,29.7083,(1 1 1),7338
,29.7108,(1 1 1),7339
,29.7131,(1 1 1),7340
,29.7161,(1 1 1),7341
,29.7184,(1 1 1),7342
,29.7213,(1 1 1),7343
,29.7248,(1 1 1),7344
,29.7434,(1 1 1),7345
,29.7478,(1 1 1),7346
,29.7688,(1 1 1),7347
,29.7772,(1 1 1),7348
,29.783,(1 1 1),7349
,29.8046,(1 1 1),7350
,29.8224,(1 1 1),7351
,29.8258,(1 1 1),7352
,29.829,(1 1 1),7353
,29.8329,(1 1 1),7354
,29.8363,(1 1 1),7355
,29.8391,(1 1 1),7356
,29.8423,(1 1 1),7357
,29.8452,(1 1 1),7358
,29.8485,(1 1 1),7359
,29.8521,(1 1 1),7360
,29.855,(1 1 1),7361
,29.8582,(1 1 1),7362
,29.861,(1 1 1),7363
,29.8646,(1 1 1),7364
,29.8676,(1 1 1),7365
,29.8708,(1 1 1),7366
,29.8738,(1 1 1),7367
,29.8766,(1 1 1),7368
,29.8798,(1 1 1),7369
,29.8829,(1 1 1),7370
,29.8862,(1 1 1),7371
,29.8892,(1 1 1),7372
,29.8923,(1 1 1),7373
,29.8955,(1 1 1),7374
,29.8985,(1 1 1),7375
,29.9016,(1 1 1),7376
,29.9054,(1 1 1),7377
,29.9101,(1 1 1),7378
,29.9132,(1 1 1),7379
,29.9166,(1 1 1),7380
,29.9214,(1 1 1),7381
,29.9254,(1 1 1),7382
,29.9286,(1 1 1),7383
,29.9314,(1 1 1),7384
,29.9346,(1 1 1),7385
,29.9376,(1 1 1),7386
,29.9412,(1 1 1),7387
,29.9445,(1 1 1),7388
,29.9474,(1 1 1),7389
,29.9505,(1 1 1),7390
,29.9535,(1 1 1),7391
,29.9566,(1 1 1),7392
,29.9595,(1 1 1),7393
,29.9627,(1 1 1),7394
,29.9664,(1 1 1),7395
,29.9693,(1 1 1),7396
,29.9722,(1 1 1),7397
,29.9752,(1 1 1),7398
,29.9783,(1 1 1),7399
,29.9812,(1 1 1),7400
,29.9842,(1 1 1),7401
,29.9878,(1 1 1),7402
,29.991,(1 1 1),7403
,29.9944,(1 1 1),7404
,29.9974,(1 1 1),7405
,30.0003,(1 1 1),7406
,30.0032,(1 1 1),7407
,30.0062,(1 1 1),7408
,30.0095,(1 1 1),7409
,30.0123,(1 1 1),7410
,30.0155,(1 1 1),7411
,30.0185,(1 1 1),7412
,30.0215,(1 1 1),7413
,30.0254,(1 1 1),7414
,30.0287,(1 1 1),7415
,30.0323,(1 1 1),7416
,30.0351,(1 1 1),7417
,30.0383,(1 1 1),7418
,30.0413,(1 1 1),7419
,30.0444,(1 1 1),7420
,30.0472,(1 1 1),7421
,30.0503,(1 1 1),7422
,30.0532,(1 1 1),7423
,30.0561,(1 1 1),7424
,30.0591,(1 1 1),7425
,30.0621,(1 1 1),7426
,30.0655,(1 1 1),7427
,30.0685,(1 1 1),7428
,30.0717,(1 1 1),7429
,30.0749,(1 1 1),7430
,30.0781,(1 1 1),7431
,30.0818,(1 1 1),7432
,30.0851,(1 1 1),7433
,30.0884,(1 1 1),7434
,30.0915,(1 1 1),7435
,30.0945,(1 1 1),7436
,30.0982,(1 1 1),7437
,30.1013,(1 1 1),7438
,30.1045,(1 1 1),7439
,30.1077,(1 1 1),7440
,30.1107,(1 1 1),7441
,30.1137,(1 1 1),7442
,30.1165,(1 1 1),7443
,30.1195,(1 1 1),7444
,30.1224,(1 1 1),7445
,30.1257,(1 1 1),7446
,30.1293,(1 1 1),7447
,30.1324,(1 1 1),7448
,30.1357,(1 1 1),7449
,30.1391,(1 1 1),7450
,30.1424,(1 1 1),7451
,30.1456,(1 1 1),7452
,30.1486,(1 1 1),7453
,30.1516,(1 1 1),7454
,30.1546,(1 1 1),7455
,30.1576,(1 1 1),7456
,30.1611,(1 1 1),7457
,30.164,(1 1 1),7458
,30.1674,(1 1 1),7459
,30.1705,(1 1 1),7460
,30.1736,(1 1 1),7461
,30.1776,(1 1 1),7462
,30.1805,(1 1 1),7463
,30.1837,(1 1 1),7464
,30.1873,(1 1 1),7465
,30.1906,(1 1 1),7466
,30.1936,(1 1 1),7467
,30.1965,(1 1 1),7468
,30.1997,(1 1 1),7469
,30.2027,(1 1 1),7470
,30.2065,(1 1 1),7471
,30.21,(1 1 1),7472
,30.213,(1 1 1),7473
,30.2162,(1 1 1),7474
,30.2191,(1 1 1),7475
,30.2224,(1 1 1),7476
,30.2255,(1 1 1),7477
,30.2288,(1 1 1),7478
,30.2321,(1 1 1),7479
,30.2355,(1 1 1),7480
,30.2395,(1 1 1),7481
,30.2433,(1 1 1),7482
,30.2476,(1 1 1),7483
,30.2505,(1 1 1),7484
,30.2545,(1 1 1),7485
,30.258,(1 1 1),7486
,30.2612,(1 1 1),7487
,30.2644,(1 1 1),7488
,30.2675,(1 1 1),7489
,30.2711,(1 1 1),7490
,30.2743,(1 1 1),7491
,30.2773,(1 1 1),7492
,30.2801,(1 1 1),7493
,30.2831,(1 1 1),7494
,30.2863,(1 1 1),7495
,30.2892,(1 1 1),7496
,30.2933,(1 1 1),7497
,30.2964,(1 1 1),7498
,30.2995,(1 1 1),7499
,30.3023,(1 1 1),7500
,30.3053,(1 1 1),7501
,30.3093,(1 1 1),7502
,30.3126,(1 1 1),7503
,30.316,(1 1 1),7504
,30.3191,(1 1 1),7505
,30.3221,(1 1 1),7506
,30.3254,(1 1 1),7507
,30.3282,(1 1 1),7508
,30.3314,(1 1 1),7509
,30.3341,(1 1 1),7510
,30.3371,(1 1 1),7511
,30.3403,(1 1 1),7512
,30.3447,(1 1 1),7513
,30.3485,(1 1 1),7514
,30.352,(1 1 1),7515
,30.3554,(1 1 1),7516
,30.3594,(1 1 1),7517
,30.3635,(1 1 1),7518
,30.3666,(1 1 1),7519
,30.3696,(1 1 1),7520
,30.3727,(1 1 1),7521
,30.3758,(1 1 1),7522
,30.3791,(1 1 1),7523
,30.3821,(1 1 1),7524
,30.3853,(1 1 1),7525
,30.3883,(1 1 1),7526
,30.3913,(1 1 1),7527
,30.3947,(1 1 1),7528
,30.3976,(1 1 1),7529
,30.4005,(1 1 1),7530
,30.4042,(1 1 1),7531
,30.4089,(1 1 1),7532
,30.4136,(1 1 1),7533
,30.4178,(1 1 1),7534
,30.4227,(1 1 1),7535
,30.4274,(1 1 1),7536
,30.4304,(1 1 1),7537
,30.4334,(1 1 1),7538
,30.4364,(1 1 1),7539
,30.4392,(1 1 1),7540
,30.443,(1 1 1),7541
,30.4461,(1 1 1),7542
,30.4494,(1 1 1),7543
,30.4525,(1 1 1),7544
,30.456,(1 1 1),7545
,30.4598,(1 1 1),7546
,30.4631,(1 1 1),7547
,30.4669,(1 1 1),7548
,30.4705,(1 1 1),7549
,30.4748,(1 1 1),7550
,30.4784,(1 1 1),7551
,30.4815,(1 1 1),7552
,30.4849,(1 1 1),7553
,30.4881,(1 1 1),7554
,30.4934,(1 1 1),7555
,30.4963,(1 1 1),7556
,30.4995,(1 1 1),7557
,30.5032,(1 1 1),7558
,30.506,(1 1 1),7559
,30.5092,(1 1 1),7560
,30.5122,(1 1 1),7561
,30.5156,(1 1 1),7562
,30.5196,(1 1 1),7563
,30.5227,(1 1 1),7564
,30.5261,(1 1 1),7565
,30.5293,(1 1 1),7566
,30.5327,(1 1 1),7567
,30.5362,(1 1 1),7568
,30.539,(1 1 1),7569
,30.5422,(1 1 1),7570
,30.5451,(1 1 1),7571
,30.5482,(1 1 1),7572
,30.5511,(1 1 1),7573
,30.5541,(1 1 1),7574
,30.5573,(1 1 1),7575
,30.5603,(1 1 1),7576
,30.5633,(1 1 1),7577
,30.5671,(1 1 1),7578
,30.5721,(1 1 1),7579
,30.5755,(1 1 1),7580
,30.5787,(1 1 1),7581
,30.5824,(1 1 1),7582
,30.5877,(1 1 1),7583
,30.5912,(1 1 1),7584
,30.5944,(1 1 1),7585
,30.5974,(1 1 1),7586
,30.6002,(1 1 1),7587
,30.6033,(1 1 1),7588
,30.6062,(1 1 1),7589
,30.6091,(1 1 1),7590
,30.6121,(1 1 1),7591
,30.617,(1 1 1),7592
,30.6197,(1 1 1),7593
,30.6224,(1 1 1),7594
,30.6251,(1 1 1),7595
,30.6284,(1 1 1),7596
,30.6313,(1 1 1),7597
,30.6336,(1 1 1),7598
,30.6359,(1 1 1),7599
,30.6387,(1 1 1),7600
,30.6412,(1 1 1),7601
,30.6445,(1 1 1),7602
,30.647,(1 1 1),7603
,30.6496,(1 1 1),7604
,30.6519,(1 1 1),7605
,30.6542,(1 1 1),7606
,30.6574,(1 1 1),7607
,30.66,(1 1 1),7608
,30.6624,(1 1 1),7609
,30.665,(1 1 1),7610
,30.6673,(1 1 1),7611
,30.6698,(1 1 1),7612
,30.6722,(1 1 1),7613
,30.6755,(1 1 1),7614
,30.679,(1 1 1),7615
,30.682,(1 1 1),7616
,30.6848,(1 1 1),7617
,30.689,(1 1 1),7618
,30.6917,(1 1 1),7619
,30.6947,(1 1 1),7620
,30.6975,(1 1 1),7621
,30.7016,(1 1 1),7622
,30.7043,(1 1 1),7623
,30.7072,(1 1 1),7624
,30.7104,(1 1 1),7625
,30.7128,(1 1 1),7626
,30.7152,(1 1 1),7627
,30.7181,(1 1 1),7628
,30.7227,(1 1 1),7629
,30.7262,(1 1 1),7630
,30.7291,(1 1 1),7631
,30.7319,(1 1 1),7632
,30.7349,(1 1 1),7633
,30.7372,(1 1 1),7634
,30.7408,(1 1 1),7635
,30.7439,(1 1 1),7636
,30.7463,(1 1 1),7637
,30.7491,(1 1 1),7638
,30.7515,(1 1 1),7639
,30.7541,(1 1 1),7640
,30.7571,(1 1 1),7641
,30.7602,(1 1 1),7642
,30.7632,(1 1 1),7643
,30.7655,(1 1 1),7644
,30.7682,(1 1 1),7645
,30.7715,(1 1 1),7646
,30.7756,(1 1 1),7647
,30.7794,(1 1 1),7648
,30.7826,(1 1 1),7649
,30.7867,(1 1 1),7650
,30.7915,(1 1 1),7651
,30.795,(1 1 1),7652
,30.7976,(1 1 1),7653
,30.8001,(1 1 1),7654
,30.8029,(1 1 1),7655
,30.8059,(1 1 1),7656
,30.8086,(1 1 1),7657
,30.811,(1 1 1),7658
,30.8138,(1 1 1),7659
,30.8168,(1 1 1),7660
,30.8195,(1 1 1),7661
,30.8238,(1 1 1),7662
,30.8266,(1 1 1),7663
,30.8289,(1 1 1),7664
,30.8316,(1 1 1),7665
,30.8339,(1 1 1),7666
,30.8362,(1 1 1),7667
,30.8386,(1 1 1),7668
,30.8411,(1 1 1),7669
,30.8437,(1 1 1),7670
,30.846,(1 1 1),7671
,30.8485,(1 1 1),7672
,30.8509,(1 1 1),7673
,30.8536,(1 1 1),7674
,30.856,(1 1 1),7675
,30.8585,(1 1 1),7676
,30.8613,(1 1 1),7677
,30.864,(1 1 1),7678
,30.8672,(1 1 1),7679
,30.8696,(1 1 1),7680
,30.8719,(1 1 1),7681
,30.8745,(1 1 1),7682
,30.8771,(1 1 1),7683
,30.8798,(1 1 1),7684
,30.8836,(1 1 1),7685
,30.8862,(1 1 1),7686
,30.8888,(1 1 1),7687
,30.8917,(1 1 1),7688
,30.8941,(1 1 1),7689
,30.8967,(1 1 1),7690
,30.8991,(1 1 1),7691
,30.9016,(1 1 1),7692
,30.9051,(1 1 1),7693
,30.9079,(1 1 1),7694
,30.9119,(1 1 1),7695
,30.9144,(1 1 1),7696
,30.9171,(1 1 1),7697
,30.9194,(1 1 1),7698
,30.9223,(1 1 1),7699
,30.925,(1 1 1),7700
,30.9275,(1 1 1),7701
,30.9298,(1 1 1),7702
,30.9321,(1 1 1),7703
,30.9344,(1 1 1),7704
,30.9372,(1 1 1),7705
,30.9396,(1 1 1),7706
,30.9421,(1 1 1),7707
,30.9449,(1 1 1),7708
,30.9471,(1 1 1),7709
,30.9494,(1 1 1),7710
,30.9518,(1 1 1),7711
,30.9541,(1 1 1),7712
,30.9563,(1 1 1),7713
,30.9591,(1 1 1),7714
,30.962,(1 1 1),7715
,30.9645,(1 1 1),7716
,30.9668,(1 1 1),7717
,30.9692,(1 1 1),7718
,30.9714,(1 1 1),7719
,30.9738,(1 1 1),7720
,30.9767,(1 1 1),7721
,30.9791,(1 1 1),7722
,30.9815,(1 1 1),7723
,30.984,(1 1 1),7724
,30.9863,(1 1 1),7725
,30.9888,(1 1 1),7726
,30.9916,(1 1 1),7727
,30.9942,(1 1 1),7728
,30.9967,(1 1 1),7729
,30.999,(1 1 1),7730
,31.0015,(1 1 1),7731
,31.0044,(1 1 1),7732
,31.0077,(1 1 1),7733
,31.0102,(1 1 1),7734
,31.0126,(1 1 1),7735
,31.0162,(1 1 1),7736
,31.0197,(1 1 1),7737
,31.0227,(1 1 1),7738
,31.0265,(1 1 1),7739
,31.0299,(1 1 1),7740
,31.0324,(1 1 1),7741
,31.0347,(1 1 1),7742
,31.0371,(1 1 1),7743
,31.0394,(1 1 1),7744
,31.0419,(1 1 1),7745
,31.0444,(1 1 1),7746
,31.0473,(1 1 1),7747
,31.0501,(1 1 1),7748
,31.0524,(1 1 1),7749
,31.0552,(1 1 1),7750
,31.0578,(1 1 1),7751
,31.0602,(1 1 1),7752
,31.0629,(1 1 1),7753
,31.0652,(1 1 1),7754
,31.0676,(1 1 1),7755
,31.07,(1 1 1),7756
,31.0735,(1 1 1),7757
,31.0766,(1 1 1),7758
,31.079,(1 1 1),7759
,31.0814,(1 1 1),7760
,31.0839,(1 1 1),7761
,31.0862,(1 1 1),7762
,31.0886,(1 1 1),7763
,31.0914,(1 1 1),7764
,31.0949,(1 1 1),7765
,31.0974,(1 1 1),7766
,31.0998,(1 1 1),7767
,31.1023,(1 1 1),7768
,31.1052,(1 1 1),7769
,31.1087,(1 1 1),7770
,31.1112,(1 1 1),7771
,31.1138,(1 1 1),7772
,31.1163,(1 1 1),7773
,31.1189,(1 1 1),7774
,31.1214,(1 1 1),7775
,31.1241,(1 1 1),7776
,31.1268,(1 1 1),7777
,31.1292,(1 1 1),7778
,31.1316,(1 1 1),7779
,31.1339,(1 1 1),7780
,31.1364,(1 1 1),7781
,31.1388,(1 1 1),7782
,31.1413,(1 1 1),7783
,31.1438,(1 1 1),7784
,31.1461,(1 1 1),7785
,31.1484,(1 1 1),7786
,31.1509,(1 1 1),7787
,31.1532,(1 1 1),7788
,31.1555,(1 1 1),7789
,31.158,(1 1 1),7790
,31.1604,(1 1 1),7791
,31.1629,(1 1 1),7792
,31.1653,(1 1 1),7793
,31.1678,(1 1 1),7794
,31.1701,(1 1 1),7795
,31.1724,(1 1 1),7796
,31.1749,(1 1 1),7797
,31.1773,(1 1 1),7798
,31.1795,(1 1 1),7799
,31.1818,(1 1 1),7800
,31.1845,(1 1 1),7801
,31.1869,(1 1 1),7802
,31.1892,(1 1 1),7803
,31.1916,(1 1 1),7804
,31.194,(1 1 1),7805
,31.1964,(1 1 1),7806
,31.1989,(1 1 1),7807
,31.2015,(1 1 1),7808
,31.2052,(1 1 1),7809
,31.2087,(1 1 1),7810
,31.2115,(1 1 1),7811
,31.214,(1 1 1),7812
,31.2166,(1 1 1),7813
,31.219,(1 1 1),7814
,31.2215,(1 1 1),7815
,31.2251,(1 1 1),7816
,31.2277,(1 1 1),7817
,31.2302,(1 1 1),7818
,31.2327,(1 1 1),7819
,31.235,(1 1 1),7820
,31.2419,(1 1 1),7821
,31.2448,(1 1 1),7822
,31.2473,(1 1 1),7823
,31.2497,(1 1 1),7824
,31.2521,(1 1 1),7825
,31.2545,(1 1 1),7826
,31.2569,(1 1 1),7827
,31.2594,(1 1 1),7828
,31.2617,(1 1 1),7829
,31.2642,(1 1 1),7830
,31.2666,(1 1 1),7831
,31.2689,(1 1 1),7832
,31.2712,(1 1 1),7833
,31.2738,(1 1 1),7834
,31.2763,(1 1 1),7835
,31.2791,(1 1 1),7836
,31.2817,(1 1 1),7837
,31.2842,(1 1 1),7838
,31.2865,(1 1 1),7839
,31.2888,(1 1 1),7840
,31.2913,(1 1 1),7841
,31.2941,(1 1 1),7842
,31.2974,(1 1 1),7843
,31.2999,(1 1 1),7844
,31.3023,(1 1 1),7845
,31.3048,(1 1 1),7846
,31.3071,(1 1 1),7847
,31.3097,(1 1 1),7848
,31.3123,(1 1 1),7849
,31.3175,(1 1 1),7850
,31.3373,(1 1 1),7851
,31.34,(1 1 1),7852
,31.3424,(1 1 1),7853
,31.3449,(1 1 1),7854
,31.3472,(1 1 1),7855
,31.3496,(1 1 1),7856
,31.3518,(1 1 1),7857
,31.3541,(1 1 1),7858
,31.3568,(1 1 1),7859
,31.3594,(1 1 1),7860
,31.3617,(1 1 1),7861
,31.3642,(1 1 1),7862
,31.3666,(1 1 1),7863
,31.3689,(1 1 1),7864
,31.3712,(1 1 1),7865
,31.3735,(1 1 1),7866
,31.376,(1 1 1),7867
,31.3783,(1 1 1),7868
,31.3806,(1 1 1),7869
,31.383,(1 1 1),7870
,31.3854,(1 1 1),7871
,31.3878,(1 1 1),7872
,31.3901,(1 1 1),7873
,31.3925,(1 1 1),7874
,31.3948,(1 1 1),7875
,31.3972,(1 1 1),7876
,31.3995,(1 1 1),7877
,31.4122,(1 1 1),7878
,31.4424,(1 1 1),7879
,31.4586,(1 1 1),7880
,31.461,(1 1 1),7881
,31.4636,(1 1 1),7882
,31.466,(1 1 1),7883
,31.4683,(1 1 1),7884
,31.4706,(1 1 1),7885
,31.4731,(1 1 1),7886
,31.4758,(1 1 1),7887
,31.4783,(1 1 1),7888
,31.4807,(1 1 1),7889
,31.4833,(1 1 1),7890
,31.4857,(1 1 1),7891
,31.4882,(1 1 1),7892
,31.4906,(1 1 1),7893
,31.4931,(1 1 1),7894
,31.4956,(1 1 1),7895
,31.498,(1 1 1),7896
,31.5003,(1 1 1),7897
,31.5027,(1 1 1),7898
,31.5051,(1 1 1),7899
,31.5075,(1 1 1),7900
,31.5102,(1 1 1),7901
,31.5127,(1 1 1),7902
,31.5151,(1 1 1),7903
,31.5174,(1 1 1),7904
,31.5197,(1 1 1),7905
,31.5219,(1 1 1),7906
,31.5245,(1 1 1),7907
,31.5271,(1 1 1),7908
,31.5295,(1 1 1),7909
,31.5319,(1 1 1),7910
,31.5344,(1 1 1),7911
,31.5375,(1 1 1),7912
,31.5401,(1 1 1),7913
,31.543,(1 1 1),7914
,31.5455,(1 1 1),7915
,31.5478,(1 1 1),7916
,31.5502,(1 1 1),7917
,31.5528,(1 1 1),7918
,31.5554,(1 1 1),7919
,31.5582,(1 1 1),7920
,31.5606,(1 1 1),7921
,31.5632,(1 1 1),7922
,31.5656,(1 1 1),7923
,31.5681,(1 1 1),7924
,31.5705,(1 1 1),7925
,31.5728,(1 1 1),7926
,31.5759,(1 1 1),7927
,31.5783,(1 1 1),7928
,31.581,(1 1 1),7929
,31.5835,(1 1 1),7930
,31.5858,(1 1 1),7931
,31.5881,(1 1 1),7932
,31.5906,(1 1 1),7933
,31.5933,(1 1 1),7934
,31.5956,(1 1 1),7935
,31.598,(1 1 1),7936
,31.6003,(1 1 1),7937
,31.6028,(1 1 1),7938
,31.6052,(1 1 1),7939
,31.6077,(1 1 1),7940
,31.6102,(1 1 1),7941
,31.6126,(1 1 1),7942
,31.6149,(1 1 1),7943
,31.6173,(1 1 1),7944
,31.6196,(1 1 1),7945
,31.622,(1 1 1),7946
,31.6257,(1 1 1),7947
,31.6281,(1 1 1),7948
,31.6304,(1 1 1),7949
,31.6327,(1 1 1),7950
