Position,Annotation,Activation,Frame
(0.011 -0.127 0.266),,F,11070
(0.011 -0.127 0.266),,F,11080
(0.011 -0.127 0.266),,F,11090
(0.011 -0.127 0.266),,F,11100
(0.011 -0.127 0.266),,F,11110
(0.011 -0.127 0.266),,F,11120
(0.011 -0.127 0.266),,F,11130
(0.011 -0.127 0.266),,F,11140
(0.011 -0.127 0.266),,F,11150
(0.011 -0.127 0.266),,F,11160
(0.011 -0.127 0.266),,F,11170
(0.011 -0.127 0.266),,F,11180
(0.011 -0.127 0.266),,F,11190
(0.011 -0.127 0.266),,F,11200
(0.011 -0.127 0.266),,F,11210
(0.011 -0.127 0.266),,F,11220
(0.011 -0.127 0.266),,F,11230
(0.011 -0.127 0.266),,F,11240
(0.011 -0.127 0.266),,F,11250
(0.011 -0.127 0.266),,F,11260
(0.011 -0.127 0.266),,F,11270
(0.011 -0.127 0.266),,F,11280
(0.011 -0.127 0.266),,F,11290
(0.011 -0.127 0.266),,F,11300
(0.011 -0.127 0.266),,F,11310
(0.011 -0.127 0.266),,F,11320
(0.011 -0.127 0.266),,F,11330
(0.011 -0.127 0.266),,F,11340
(0.011 -0.127 0.266),,F,11350
(0.011 -0.127 0.266),,F,11360
(0.011 -0.127 0.266),,F,11370
(0.011 -0.127 0.266),,F,11380
(0.011 -0.127 0.266),,F,11390
(0.011 -0.127 0.266),,F,11400
(0.011 -0.127 0.266),,F,11410
(0.011 -0.127 0.266),,F,11420
(0.011 -0.127 0.266),,F,11430
(0.011 -0.127 0.266),,F,11440
(0.011 -0.127 0.266),,F,11450
(0.011 -0.127 0.266),,F,11460
(0.011 -0.127 0.266),,F,11470
(0.011 -0.127 0.266),,F,11480
(0.011 -0.127 0.266),,F,11490
(0.011 -0.127 0.266),,F,11500
(0.011 -0.127 0.266),,F,11510
(0.011 -0.127 0.266),,F,11520
(0.011 -0.127 0.266),,F,11530
(0.011 -0.127 0.266),,F,11540
(0.011 -0.127 0.266),,F,11550
(0.011 -0.127 0.266),,F,11560
(0.011 -0.127 0.266),,F,11570
(0.011 -0.127 0.266),,F,11580
(0.011 -0.127 0.266),,F,11590
(0.011 -0.127 0.266),,F,11600
(0.011 -0.127 0.266),,F,11610
(0.011 -0.127 0.266),,F,11620
(0.011 -0.127 0.266),,F,11630
(0.011 -0.127 0.266),,F,11640
(0.011 -0.127 0.266),,F,11650
(0.011 -0.127 0.266),,F,11660
(0.011 -0.127 0.266),,F,11670
(0.011 -0.127 0.266),,F,11680
(0.011 -0.127 0.266),,F,11690

